"","gene_id","sample_1","sample_2","status","value_1","value_2","log2_fold_change","test_stat","p_value","q_value","significant"
"201890","Sobic.010G016500.v3.2","seed_wt","seed_plasma","OK",10.0691,41.532,2.04428,4.22853,5e-05,0.000142862,"yes"
"201916","Sobic.010G019100.v3.2","seed_wt","seed_plasma","OK",12.1435,25.9359,1.09476,2.97797,5e-05,0.000142862,"yes"
"201920","Sobic.010G019500.v3.2","seed_wt","seed_plasma","OK",0.770186,3.34487,2.11867,1.55988,0.0126,0.0245848,"yes"
"201937","Sobic.010G021300.v3.2","seed_wt","seed_plasma","OK",72.7095,283.892,1.96513,5.02918,5e-05,0.000142862,"yes"
"201951","Sobic.010G022600.v3.2","seed_wt","seed_plasma","OK",0.411591,1.36095,1.72533,2.45509,0.00015,0.000405433,"yes"
"201959","Sobic.010G023200.v3.2","seed_wt","seed_plasma","OK",22.9885,55.5847,1.27378,2.83529,5e-05,0.000142862,"yes"
"201974","Sobic.010G024600.v3.2","seed_wt","seed_plasma","OK",18.8233,43.4722,1.20758,3.42603,5e-05,0.000142862,"yes"
"202039","Sobic.010G031100.v3.2","seed_wt","seed_plasma","OK",846.786,2011.78,1.2484,2.26571,0.00015,0.000405433,"yes"
"202040","Sobic.010G031300.v3.2","seed_wt","seed_plasma","OK",64.9081,198.234,1.61074,1.72604,0.00385,0.00827478,"yes"
"202041","Sobic.010G031400.v3.2","seed_wt","seed_plasma","OK",10.2214,23.2993,1.18869,2.32931,5e-05,0.000142862,"yes"
"202046","Sobic.010G031900.v3.2","seed_wt","seed_plasma","OK",1453.48,3567.19,1.29527,2.82252,5e-05,0.000142862,"yes"
"202047","Sobic.010G032000.v3.2","seed_wt","seed_plasma","OK",1496.12,3608.61,1.27022,2.78532,5e-05,0.000142862,"yes"
"202048","Sobic.010G032100.v3.2","seed_wt","seed_plasma","OK",329.569,1138.23,1.78814,4.41345,5e-05,0.000142862,"yes"
"202055","Sobic.010G032800.v3.2","seed_wt","seed_plasma","OK",0.384792,0.790512,1.03871,1.31274,0.02505,0.0461251,"yes"
"202059","Sobic.010G033300.v3.2","seed_wt","seed_plasma","OK",20.3739,43.6348,1.09876,3.06469,5e-05,0.000142862,"yes"
"202087","Sobic.010G036000.v3.2","seed_wt","seed_plasma","OK",7.51986,20.6023,1.45403,3.21328,5e-05,0.000142862,"yes"
"202088","Sobic.010G036100.v3.2","seed_wt","seed_plasma","OK",2.03048,5.54018,1.44811,1.40315,0.01905,0.0358584,"yes"
