"","gene_id","sample_1","sample_2","status","value_1","value_2","log2_fold_change","test_stat","p_value","q_value","significant"
"144210","Sobic.002G192000.v3.2","WT_seed","plasma_seed","OK",3.58558,26.0158,2.85911,5.61856,5e-05,0.00014463,"yes"
"144211","Sobic.002G192101.v3.2","WT_seed","plasma_seed","OK",8.63944,19.1166,1.14581,2.84354,5e-05,0.00014463,"yes"
"144221","Sobic.002G193300.v3.2","WT_seed","plasma_seed","OK",7.99801,17.7333,1.14875,3.11171,5e-05,0.00014463,"yes"
"144235","Sobic.002G194700.v3.2","WT_seed","plasma_seed","OK",8.09246,35.3733,2.12801,5.93368,5e-05,0.00014463,"yes"
"144249","Sobic.002G195900.v3.2","WT_seed","plasma_seed","OK",43.9573,101.302,1.20449,3.21868,5e-05,0.00014463,"yes"
"144285","Sobic.002G199500.v3.2","WT_seed","plasma_seed","OK",1.23906,2.57673,1.0563,1.67802,0.00525,0.0110975,"yes"
"144299","Sobic.002G201000.v3.2","WT_seed","plasma_seed","OK",3.99448,8.92993,1.16064,3.05151,5e-05,0.00014463,"yes"
"144322","Sobic.002G203000.v3.2","WT_seed","plasma_seed","OK",16.2389,34.6037,1.09147,2.96974,5e-05,0.00014463,"yes"
"144325","Sobic.002G203200.v3.2","WT_seed","plasma_seed","OK",3.29992,6.79027,1.04104,1.6148,0.0044,0.00944235,"yes"
"144348","Sobic.002G205300.v3.2","WT_seed","plasma_seed","OK",15.955,32.7448,1.03726,2.96669,5e-05,0.00014463,"yes"
"144357","Sobic.002G206300.v3.2","WT_seed","plasma_seed","OK",0.449067,1.09099,1.28064,2.42763,5e-05,0.00014463,"yes"
"144368","Sobic.002G207300.v3.2","WT_seed","plasma_seed","OK",16.8931,49.9095,1.56288,4.16106,5e-05,0.00014463,"yes"
"144370","Sobic.002G207500.v3.2","WT_seed","plasma_seed","OK",2.85718,6.08556,1.0908,1.44054,0.02035,0.0385295,"yes"
"144390","Sobic.002G209600.v3.2","WT_seed","plasma_seed","OK",6.01443,19.2587,1.67901,4.30709,5e-05,0.00014463,"yes"
"144403","Sobic.002G211200.v3.2","WT_seed","plasma_seed","OK",3.48077,10.823,1.63663,3.1597,5e-05,0.00014463,"yes"
